kode_pintu	tinggi_air	kode_kota	banjir
13	2080	2	0
24	-1730	2	0
15	1690	0	0
5	740	0	0
16	760	1	0
2	3340	1	0
6	1430	2	0
3	900	1	0
17	1980	4	0
18	2450	3	0
19	2030	3	0
21	2180	2	0
1	1920	1	0
22	50	0	0
23	400	0	0
8	1120	0	0
9	6180	0	0
4	300	0	0
10	130	3	0
11	2860	0	0
12	1590	2	0
13	1540	2	0
24	-1870	2	0
15	1590	0	0
5	670	0	0
16	760	1	0
2	3300	1	0
6	1020	2	0
3	900	1	0
17	1820	4	0
18	2320	3	0
19	1850	3	0
21	1570	2	0
1	2140	1	0
22	270	0	0
23	280	0	0
8	1020	0	0
9	6200	0	0
4	200	0	0
10	70	3	0
11	2930	0	0
12	2110	2	0
13	2130	2	0
24	-1870	2	0
15	1150	0	0
5	580	0	0
16	760	1	0
2	3330	1	0
6	1490	2	0
3	900	1	0
17	1900	4	0
18	2920	3	0
19	1920	3	0
21	2010	2	0
1	1870	1	0
22	250	0	0
23	280	0	0
8	990	0	0
9	5990	0	0
4	200	0	0
10	20	3	0
11	2790	0	0
12	1780	2	0
13	1660	2	0
24	-1840	2	0
15	1210	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1070	2	0
3	900	1	0
17	1860	4	0
18	2180	3	0
19	1790	3	0
21	1670	2	0
1	1940	1	0
22	250	0	0
23	270	0	0
8	980	0	0
9	5990	0	0
4	200	0	0
10	20	3	0
11	2700	0	0
12	1720	2	0
13	1580	2	0
24	-1780	2	0
15	1200	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1010	2	0
3	900	1	0
17	1850	4	0
18	2220	3	0
19	1770	3	0
21	1590	2	0
1	1910	1	0
22	270	0	0
23	280	0	0
8	980	0	0
9	6000	0	0
4	200	0	0
10	20	3	0
11	2670	0	0
12	1670	2	0
13	1490	2	0
24	-1790	2	0
15	1320	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	950	2	0
3	900	1	0
17	1810	4	0
18	2270	3	0
19	1770	3	0
21	1540	2	0
1	1910	1	0
22	260	0	0
23	300	0	0
8	970	0	0
9	5970	0	0
4	200	0	0
10	50	3	0
11	2660	0	0
12	1760	2	0
13	1670	2	0
24	-1840	2	0
15	1170	0	0
5	520	0	0
16	760	1	0
2	3320	1	0
6	1010	2	0
3	850	1	0
17	1790	4	0
18	2300	3	0
19	1830	3	0
21	1680	2	0
1	1850	1	0
22	210	0	0
23	500	0	0
8	1380	0	0
9	6070	0	0
4	100	0	0
10	60	3	0
11	2830	0	0
12	2170	2	0
13	2200	2	0
24	-1730	2	0
15	1390	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1560	2	0
3	850	1	0
17	1900	4	0
18	2890	3	0
19	1870	3	0
21	1950	2	0
1	2080	1	0
22	20	0	0
23	300	0	0
8	1250	0	0
9	6060	0	0
4	200	0	0
10	50	3	0
11	2810	0	0
12	2100	2	0
13	2120	2	0
24	-1730	2	0
15	1390	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1500	2	0
3	850	1	0
17	1880	4	0
18	2600	3	0
19	1940	3	0
21	2020	2	0
1	2070	1	0
22	30	0	0
23	300	0	0
8	1060	0	0
9	6580	0	0
4	200	0	0
10	20	3	0
11	3040	0	0
12	1730	2	0
13	1690	2	0
24	-1830	2	0
15	1310	0	0
5	520	0	0
16	760	1	0
2	3330	1	0
6	1180	2	0
3	850	1	0
17	1850	4	0
18	2240	3	0
19	1850	3	0
21	1710	2	0
1	2020	1	0
22	250	0	0
23	300	0	0
8	1050	0	0
9	6610	0	0
4	200	0	0
10	20	3	0
11	3040	0	0
12	1670	2	0
13	1630	2	0
24	-1840	2	0
15	1360	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1200	2	0
3	850	1	0
17	1850	4	0
18	2260	3	0
19	1830	3	0
21	1660	2	0
1	2010	1	0
22	250	0	0
23	140	0	0
8	1000	0	0
9	6260	0	0
4	200	0	0
10	30	3	0
11	2930	0	0
12	1540	2	0
13	1350	2	0
24	-1920	2	0
15	1310	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	920	2	0
3	850	1	0
17	1780	4	0
18	2500	3	0
19	1920	3	0
21	1520	2	0
1	1900	1	0
22	200	0	0
23	200	0	0
8	990	0	0
9	6100	0	0
4	200	0	0
10	50	3	0
11	2840	0	0
12	2170	2	0
13	2280	2	0
24	-1820	2	0
15	1620	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1240	2	0
3	850	1	0
17	1980	4	0
18	3050	3	0
19	1760	3	0
21	1830	2	0
1	1960	1	0
22	270	0	0
23	200	0	0
8	1010	0	0
9	6100	0	0
4	200	0	0
10	50	3	0
11	2820	0	0
12	2110	2	0
13	2120	2	0
24	-1800	2	0
15	1580	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1240	2	0
3	850	1	0
17	1960	4	0
18	3030	3	0
19	1760	3	0
21	1810	2	0
1	1960	1	0
22	240	0	0
23	200	0	0
8	990	0	0
9	6240	0	0
4	200	0	0
10	50	3	0
11	2830	0	0
12	2000	2	0
13	2080	2	0
24	-1760	2	0
15	1470	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1240	2	0
3	850	1	0
17	1930	4	0
18	2760	3	0
19	1780	3	0
21	1810	2	0
1	1900	1	0
22	240	0	0
23	200	0	0
8	980	0	0
9	6300	0	0
4	200	0	0
10	50	3	0
11	2900	0	0
12	1990	2	0
13	2000	2	0
24	-1790	2	0
15	1480	0	0
5	520	0	0
16	760	1	0
2	3300	1	0
6	1240	2	0
3	850	1	0
17	1920	4	0
18	2430	3	0
19	1940	3	0
21	1980	2	0
1	1880	1	0
22	30	0	0
23	-110	0	0
8	940	0	0
9	6000	0	0
4	390	0	0
10	40	3	0
11	2750	0	0
12	1520	2	0
13	1440	2	0
24	-1910	2	0
15	1460	0	0
5	780	0	0
16	760	1	0
2	3340	1	0
6	910	2	0
3	800	1	0
17	1770	4	0
18	2270	3	0
19	1780	3	0
21	1480	2	0
1	1870	1	0
22	170	0	0
23	-110	0	0
8	930	0	0
9	5960	0	0
4	380	0	0
10	50	3	0
11	2670	0	0
12	1480	2	0
13	1280	2	0
24	-1900	2	0
15	1480	0	0
5	720	0	0
16	760	1	0
2	3310	1	0
6	910	2	0
3	800	1	0
17	1770	4	0
18	2300	3	0
19	1800	3	0
21	1440	2	0
1	1870	1	0
22	40	0	0
23	-250	0	0
8	920	0	0
9	6030	0	0
4	200	0	0
10	50	3	0
11	2830	0	0
12	2200	2	0
13	2220	2	0
24	-1840	2	0
15	1510	0	0
5	520	0	0
16	760	1	0
2	3330	1	0
6	1000	2	0
3	800	1	0
17	1920	4	0
18	3010	3	0
19	1880	3	0
21	2000	2	0
1	1840	1	0
22	60	0	0
23	-250	0	0
8	920	0	0
9	6030	0	0
4	200	0	0
10	40	3	0
11	2790	0	0
12	2150	2	0
13	2200	2	0
24	-1850	2	0
15	1520	0	0
5	520	0	0
16	760	1	0
2	3320	1	0
6	1000	2	0
3	800	1	0
17	1890	4	0
18	3000	3	0
19	1870	3	0
21	1990	2	0
1	1830	1	0
22	30	0	0
23	-250	0	0
8	920	0	0
9	6020	0	0
4	200	0	0
10	30	3	0
11	2740	0	0
12	2090	2	0
13	2140	2	0
24	-1810	2	0
15	1530	0	0
5	520	0	0
16	760	1	0
2	3300	1	0
6	1000	2	0
3	800	1	0
17	1860	4	0
18	2990	3	0
19	1870	3	0
21	1980	2	0
1	1820	1	0
22	210	0	0
23	-250	0	0
8	920	0	0
9	6000	0	0
4	200	0	0
10	20	3	0
11	2720	0	0
12	2020	2	0
13	2070	2	0
24	-1850	2	0
15	1520	0	0
5	520	0	0
16	760	1	0
2	3310	1	0
6	1000	2	0
3	800	1	0
17	1850	4	0
18	2980	3	0
19	1870	3	0
21	2010	2	0
1	1840	1	0
22	230	0	0
23	-250	0	0
8	920	0	0
9	6000	0	0
4	200	0	0
10	20	3	0
11	2720	0	0
12	1980	2	0
13	2010	2	0
24	-1820	2	0
15	1530	0	0
5	520	0	0
16	760	1	0
2	3320	1	0
6	1000	2	0
3	800	1	0
17	1840	4	0
18	2980	3	0
19	1870	3	0
21	1950	2	0
1	1820	1	0
22	210	0	0
23	-250	0	0
8	920	0	0
9	5990	0	0
4	200	0	0
10	20	3	0
11	2700	0	0
12	1910	2	0
13	1860	2	0
24	-1850	2	0
15	1530	0	0
5	520	0	0
16	760	1	0
2	3320	1	0
6	1000	2	0
3	800	1	0
17	1830	4	0
18	2230	3	0
19	1940	3	0
21	1840	2	0
1	1820	1	0
22	210	0	0
23	-250	0	0
8	920	0	0
9	5870	0	0
4	200	0	0
10	20	3	0
11	2720	0	0
12	1900	2	0
13	1810	2	0
24	-1860	2	0
15	1520	0	0
5	520	0	0
16	600	1	0
2	3330	1	0
6	1000	2	0
3	800	1	0
17	1830	4	0
18	2190	3	0
19	1880	3	0
21	1800	2	0
1	1820	1	0
22	40	0	0
23	-250	0	0
8	920	0	0
9	5860	0	0
4	200	0	0
10	20	3	0
11	2680	0	0
12	1870	2	0
13	1750	2	0
24	-1860	2	0
15	1530	0	0
5	520	0	0
16	760	1	0
2	3330	1	0
6	1000	2	0
3	800	1	0
17	1820	4	0
18	2180	3	0
19	1850	3	0
21	1760	2	0
1	1900	1	0
22	170	0	0
23	-170	0	0
8	920	0	0
9	5860	0	0
4	190	0	0
10	30	3	0
11	2650	0	0
12	1760	2	0
13	1470	2	0
24	-1890	2	0
15	1510	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1000	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1790	3	0
21	1530	2	0
1	1820	1	0
22	160	0	0
23	-170	0	0
8	910	0	0
9	5860	0	0
4	190	0	0
10	30	3	0
11	2650	0	0
12	1770	2	0
13	1500	2	0
24	-1890	2	0
15	1510	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1000	2	0
3	800	1	0
17	1780	4	0
18	2240	3	0
19	1790	3	0
21	1510	2	0
1	1830	1	0
22	190	0	0
23	-160	0	0
8	920	0	0
9	5860	0	0
4	180	0	0
10	30	3	0
11	2650	0	0
12	1780	2	0
13	1400	2	0
24	-1900	2	0
15	1520	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1000	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1790	3	0
21	1490	2	0
1	1830	1	0
22	-20	0	0
23	-150	0	0
8	920	0	0
9	5860	0	0
4	180	0	0
10	30	3	0
11	2650	0	0
12	1790	2	0
13	1320	2	0
24	-1900	2	0
15	1530	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	1000	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	2130	3	0
21	1460	2	0
1	1990	1	0
22	-20	0	0
23	-150	0	0
8	920	0	0
9	5860	0	0
4	180	0	0
10	40	3	0
11	2650	0	0
12	1790	2	0
13	1390	2	0
24	-1920	2	0
15	1570	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	1000	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1770	3	0
21	1440	2	0
1	1850	1	0
22	90	0	0
23	-150	0	0
8	920	0	0
9	5870	0	0
4	160	0	0
10	40	3	0
11	2650	0	0
12	1790	2	0
13	1330	2	0
24	-1910	2	0
15	1430	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	880	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1750	3	0
21	1430	2	0
1	1840	1	0
22	190	0	0
23	-150	0	0
8	920	0	0
9	5870	0	0
4	160	0	0
10	40	3	0
11	2650	0	0
12	1790	2	0
13	1320	2	0
24	-1940	2	0
15	1450	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	900	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1740	3	0
21	1440	2	0
1	1840	1	0
22	10	0	0
23	-170	0	0
8	920	0	0
9	5870	0	0
4	180	0	0
10	40	3	0
11	2650	0	0
12	1810	2	0
13	1400	2	0
24	-1930	2	0
15	1310	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	910	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1740	3	0
21	1460	2	0
1	1830	1	0
22	140	0	0
23	-170	0	0
8	920	0	0
9	5870	0	0
4	170	0	0
10	40	3	0
11	2650	0	0
12	1820	2	0
13	1410	2	0
24	-1940	2	0
15	1450	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	880	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1750	3	0
21	1470	2	0
1	1790	1	0
22	200	0	0
23	-190	0	0
8	920	0	0
9	5870	0	0
4	160	0	0
10	40	3	0
11	2650	0	0
12	1820	2	0
13	1500	2	0
24	-1950	2	0
15	440	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	900	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1770	3	0
21	1540	2	0
1	1930	1	0
22	200	0	0
23	-200	0	0
8	910	0	0
9	5870	0	0
4	170	0	0
10	40	3	0
11	2650	0	0
12	1810	2	0
13	1520	2	0
24	-1960	2	0
15	0	0	0
5	520	0	0
16	760	1	0
2	3320	1	0
6	920	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1750	3	0
21	1540	2	0
1	1840	1	0
22	40	0	0
23	-210	0	0
8	910	0	0
9	5870	0	0
4	170	0	0
10	40	3	0
11	2650	0	0
12	1800	2	0
13	1590	2	0
24	-1990	2	0
15	0	0	0
5	520	0	0
16	760	1	0
2	3320	1	0
6	980	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1770	3	0
21	1580	2	0
1	1830	1	0
22	40	0	0
23	-240	0	0
8	910	0	0
9	5870	0	0
4	100	0	0
10	40	3	0
11	2650	0	0
12	1800	2	0
13	1670	2	0
24	-1950	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1060	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1780	3	0
21	1680	2	0
1	1820	1	0
22	30	0	0
23	-250	0	0
8	910	0	0
9	5870	0	0
4	100	0	0
10	50	3	0
11	2700	0	0
12	1780	2	0
13	1680	2	0
24	-1950	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1120	2	0
3	800	1	0
17	1780	4	0
18	2230	3	0
19	1810	3	0
21	1680	2	0
1	1820	1	0
22	220	0	0
23	-250	0	0
8	900	0	0
9	5870	0	0
4	100	0	0
10	50	3	0
11	2650	0	0
12	1800	2	0
13	1740	2	0
24	-1940	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1110	2	0
3	800	1	0
17	1780	4	0
18	2240	3	0
19	1830	3	0
21	1780	2	0
1	1850	1	0
22	210	0	0
23	-250	0	0
8	900	0	0
9	5870	0	0
4	100	0	0
10	50	3	0
11	2650	0	0
12	1850	2	0
13	1900	2	0
24	-1930	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1160	2	0
3	800	1	0
17	1780	4	0
18	2250	3	0
19	1830	3	0
21	1790	2	0
1	1800	1	0
22	210	0	0
23	-130	0	0
8	900	0	0
9	5870	0	0
4	100	0	0
10	60	3	0
11	2650	0	0
12	1890	2	0
13	1920	2	0
24	-1930	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1250	2	0
3	800	1	0
17	1780	4	0
18	2260	3	0
19	1890	3	0
21	1870	2	0
1	1820	1	0
22	190	0	0
23	-150	0	0
8	900	0	0
9	5870	0	0
4	100	0	0
10	60	3	0
11	2650	0	0
12	1990	2	0
13	2000	2	0
24	-1920	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1350	2	0
3	800	1	0
17	1780	4	0
18	2270	3	0
19	1950	3	0
21	2020	2	0
1	1810	1	0
22	200	0	0
23	-180	0	0
8	900	0	0
9	5870	0	0
4	100	0	0
10	70	3	0
11	2650	0	0
12	2050	2	0
13	2080	2	0
24	-1920	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1410	2	0
3	800	1	0
17	1810	4	0
18	2290	3	0
19	2000	3	0
21	2030	2	0
1	1810	1	0
22	180	0	0
23	-220	0	0
8	900	0	0
9	5870	0	0
4	100	0	0
10	70	3	0
11	2650	0	0
12	2110	2	0
13	2130	2	0
24	-1990	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1500	2	0
3	800	1	0
17	1830	4	0
18	2300	3	0
19	2020	3	0
21	2090	2	0
1	1870	1	0
22	40	0	0
23	-240	0	0
8	910	0	0
9	6430	0	0
4	100	0	0
10	70	3	0
11	2700	0	0
12	2120	2	0
13	2160	2	0
24	-1900	2	0
15	600	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1530	2	0
3	800	1	0
17	1840	4	0
18	2850	3	0
19	1980	3	0
21	2060	2	0
1	1820	1	0
22	200	0	0
23	-250	0	0
8	920	0	0
9	6590	0	0
4	100	0	0
10	70	3	0
11	3010	0	0
12	2190	2	0
13	2180	2	0
24	-1890	2	0
15	590	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1590	2	0
3	800	1	0
17	1850	4	0
18	3090	3	0
19	1930	3	0
21	2000	2	0
1	1800	1	0
22	20	0	0
23	-250	0	0
8	910	0	0
9	6460	0	0
4	100	0	0
10	60	3	0
11	3280	0	0
12	2210	2	0
13	2240	2	0
24	-1890	2	0
15	590	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1690	2	0
3	800	1	0
17	1860	4	0
18	3150	3	0
19	1840	3	0
21	1940	2	0
1	1810	1	0
22	190	0	0
23	-250	0	0
8	890	0	0
9	6310	0	0
4	100	0	0
10	60	3	0
11	3300	0	0
12	2210	2	0
13	2210	2	0
24	-1880	2	0
15	590	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1740	2	0
3	800	1	0
17	1880	4	0
18	3220	3	0
19	1790	3	0
21	1880	2	0
1	1800	1	0
22	10	0	0
23	-250	0	0
8	880	0	0
9	6210	0	0
4	100	0	0
10	60	3	0
11	3230	0	0
12	2220	2	0
13	2270	2	0
24	-1870	2	0
15	590	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1740	2	0
3	800	1	0
17	1930	4	0
18	3180	3	0
19	1780	3	0
21	1870	2	0
1	1790	1	0
22	200	0	0
23	-250	0	0
8	1060	0	0
9	6140	0	0
4	100	0	0
10	60	3	0
11	3120	0	0
12	2260	2	0
13	2280	2	0
24	-1860	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1740	2	0
3	800	1	0
17	1960	4	0
18	3130	3	0
19	1780	3	0
21	1880	2	0
1	1780	1	0
22	180	0	0
23	-250	0	0
8	1370	0	0
9	6080	0	0
4	100	0	0
10	60	3	0
11	3020	0	0
12	2280	2	0
13	2340	2	0
24	-1840	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1760	2	0
3	800	1	0
17	1980	4	0
18	3010	3	0
19	1810	3	0
21	1900	2	0
1	1780	1	0
22	20	0	0
23	-250	0	0
8	1330	0	0
9	6050	0	0
4	100	0	0
10	60	3	0
11	2950	0	0
12	2280	2	0
13	2270	2	0
24	-1830	2	0
15	590	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1750	2	0
3	800	1	0
17	1990	4	0
18	2950	3	0
19	1850	3	0
21	1940	2	0
1	1770	1	0
22	200	0	0
23	-250	0	0
8	1270	0	0
9	6030	0	0
4	100	0	0
10	60	3	0
11	2870	0	0
12	2230	2	0
13	2230	2	0
24	-1800	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1720	2	0
3	800	1	0
17	1990	4	0
18	2900	3	0
19	1870	3	0
21	1960	2	0
1	1760	1	0
22	0	0	0
23	-250	0	0
8	1270	0	0
9	6010	0	0
4	100	0	0
10	60	3	0
11	2830	0	0
12	2220	2	0
13	2200	2	0
24	-1810	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1680	2	0
3	800	1	0
17	1970	4	0
18	2860	3	0
19	1880	3	0
21	1990	2	0
1	1740	1	0
22	220	0	0
23	-250	0	0
8	1190	0	0
9	5990	0	0
4	100	0	0
10	60	3	0
11	2790	0	0
12	2200	2	0
13	2160	2	0
24	-1810	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1620	2	0
3	800	1	0
17	1960	4	0
18	2800	3	0
19	1900	3	0
21	2000	2	0
1	1720	1	0
22	160	0	0
23	-250	0	0
8	1160	0	0
9	5980	0	0
4	100	0	0
10	60	3	0
11	2760	0	0
12	2180	2	0
13	2150	2	0
24	-1830	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1630	2	0
3	800	1	0
17	1940	4	0
18	2740	3	0
19	1920	3	0
21	2020	2	0
1	1760	1	0
22	10	0	0
23	-250	0	0
8	1160	0	0
9	5970	0	0
4	100	0	0
10	60	3	0
11	2740	0	0
12	2210	2	0
13	2160	2	0
24	-1840	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1590	2	0
3	800	1	0
17	1930	4	0
18	2710	3	0
19	1960	3	0
21	2050	2	0
1	1940	1	0
22	200	0	0
23	-250	0	0
8	1160	0	0
9	5960	0	0
4	100	0	0
10	60	3	0
11	2720	0	0
12	2240	2	0
13	2180	2	0
24	-1840	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1610	2	0
3	800	1	0
17	1930	4	0
18	2690	3	0
19	1970	3	0
21	2070	2	0
1	1850	1	0
22	170	0	0
23	-250	0	0
8	1090	0	0
9	5960	0	0
4	100	0	0
10	50	3	0
11	2700	0	0
12	2190	2	0
13	2110	2	0
24	-1840	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1600	2	0
3	800	1	0
17	1920	4	0
18	2680	3	0
19	1970	3	0
21	2020	2	0
1	1860	1	0
22	190	0	0
23	-250	0	0
8	1080	0	0
9	5960	0	0
4	100	0	0
10	50	3	0
11	2700	0	0
12	2160	2	0
13	2080	2	0
24	-1850	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1560	2	0
3	800	1	0
17	1920	4	0
18	2660	3	0
19	1950	3	0
21	2020	2	0
1	1940	1	0
22	20	0	0
23	-250	0	0
8	1060	0	0
9	5950	0	0
4	100	0	0
10	50	3	0
11	2710	0	0
12	2160	2	0
13	2040	2	0
24	-1860	2	0
15	580	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1530	2	0
3	800	1	0
17	1910	4	0
18	2650	3	0
19	1920	3	0
21	2020	2	0
1	1930	1	0
22	230	0	0
23	-250	0	0
8	1050	0	0
9	5960	0	0
4	100	0	0
10	50	3	0
11	2680	0	0
12	2160	2	0
13	2060	2	0
24	-1870	2	0
15	570	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1500	2	0
3	800	1	0
17	1910	4	0
18	2640	3	0
19	1920	3	0
21	2000	2	0
1	2030	1	0
22	20	0	0
23	-250	0	0
8	1050	0	0
9	5960	0	0
4	100	0	0
10	50	3	0
11	2690	0	0
12	2150	2	0
13	2050	2	0
24	-1880	2	0
15	570	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1480	2	0
3	800	1	0
17	1910	4	0
18	2630	3	0
19	1900	3	0
21	1970	2	0
1	1960	1	0
22	210	0	0
23	-250	0	0
8	1040	0	0
9	5990	0	0
4	100	0	0
10	50	3	0
11	2690	0	0
12	2100	2	0
13	1990	2	0
24	-1900	2	0
15	560	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1490	2	0
3	800	1	0
17	1900	4	0
18	2460	3	0
19	1860	3	0
21	1950	2	0
1	2160	1	0
22	10	0	0
23	-250	0	0
8	1030	0	0
9	5930	0	0
4	100	0	0
10	50	3	0
11	2690	0	0
12	2060	2	0
13	1890	2	0
24	-1910	2	0
15	560	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	1480	2	0
3	800	1	0
17	1890	4	0
18	2280	3	0
19	1890	3	0
21	1920	2	0
1	1970	1	0
22	240	0	0
23	-250	0	0
8	1020	0	0
9	5990	0	0
4	100	0	0
10	50	3	0
11	2700	0	0
12	2040	2	0
13	1780	2	0
24	-1920	2	0
15	550	0	0
5	530	0	0
16	760	1	0
2	3320	1	0
6	1410	2	0
3	800	1	0
17	1830	4	0
18	2190	3	0
19	1880	3	0
21	1810	2	0
1	2120	1	0
22	50	0	0
23	-250	0	0
8	1010	0	0
9	6060	0	0
4	100	0	0
10	50	3	0
11	2670	0	0
12	1940	2	0
13	1750	2	0
24	-1900	2	0
15	550	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1290	2	0
3	800	1	0
17	1800	4	0
18	2180	3	0
19	1860	3	0
21	1740	2	0
1	1980	1	0
22	60	0	0
23	-250	0	0
8	1000	0	0
9	6120	0	0
4	170	0	0
10	50	3	0
11	2670	0	0
12	1920	2	0
13	1680	2	0
24	-1900	2	0
15	550	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1230	2	0
3	800	1	0
17	1780	4	0
18	2200	3	0
19	1820	3	0
21	1710	2	0
1	1970	1	0
22	220	0	0
23	-250	0	0
8	990	0	0
9	6160	0	0
4	160	0	0
10	50	3	0
11	2700	0	0
12	1860	2	0
13	1690	2	0
24	-1910	2	0
15	550	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1160	2	0
3	800	1	0
17	1770	4	0
18	2240	3	0
19	1810	3	0
21	1640	2	0
1	1970	1	0
22	190	0	0
23	-250	0	0
8	990	0	0
9	6180	0	0
4	150	0	0
10	50	3	0
11	2740	0	0
12	1830	2	0
13	1590	2	0
24	-1930	2	0
15	540	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1150	2	0
3	800	1	0
17	1770	4	0
18	2280	3	0
19	1820	3	0
21	1630	2	0
1	1970	1	0
22	160	0	0
23	-240	0	0
8	980	0	0
9	6200	0	0
4	160	0	0
10	40	3	0
11	2770	0	0
12	1700	2	0
13	1620	2	0
24	-1930	2	0
15	540	0	0
5	530	0	0
16	760	1	0
2	3310	1	0
6	1150	2	0
3	800	1	0
17	1770	4	0
18	2320	3	0
19	1840	3	0
21	1580	2	0
1	1950	1	0
22	100	0	0
23	-220	0	0
8	970	0	0
9	6200	0	0
4	180	0	0
10	40	3	0
11	2790	0	0
12	1760	2	0
13	1600	2	0
24	-1930	2	0
15	540	0	0
5	530	0	0
16	760	1	0
2	3300	1	0
6	1100	2	0
3	800	1	0
17	1770	4	0
18	2340	3	0
19	1850	3	0
21	1570	2	0
1	2020	1	0
22	-10	0	0
23	-210	0	0
8	970	0	0
9	6190	0	0
4	140	0	0
10	50	3	0
11	2800	0	0
12	1900	2	0
13	1470	2	0
24	-1910	2	0
15	550	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1090	2	0
3	800	1	0
17	1770	4	0
18	2350	3	0
19	1850	3	0
21	1550	2	0
1	1960	1	0
22	-20	0	0
23	-200	0	0
8	970	0	0
9	6170	0	0
4	130	0	0
10	50	3	0
11	2800	0	0
12	1950	2	0
13	1480	2	0
24	-1940	2	0
15	650	0	0
5	530	0	0
16	760	1	0
2	3340	1	0
6	1060	2	0
3	800	1	0
17	1770	4	0
18	2370	3	0
19	1860	3	0
21	1530	2	0
1	2100	1	0
22	160	0	0
23	-190	0	0
8	960	0	0
9	6250	0	0
4	130	0	0
10	50	3	0
11	2800	0	0
12	1580	2	0
13	1460	2	0
24	-1930	2	0
15	720	0	0
5	530	0	0
16	760	1	0
2	3330	1	0
6	1050	2	0
3	800	1	0
17	1770	4	0
18	2660	3	0
19	1860	3	0
