kode_pintu	tinggi_air	kode_kota	banjir
18	1660	3	0
19	1550	3	0
21	1630	2	0
1	1970	1	0
22	370	0	0
23	440	0	0
8	1330	0	0
9	7700	0	0
4	400	0	0
10	90	3	0
11	4380	0	0
12	1720	2	0
13	1740	2	0
24	-1930	2	0
15	970	0	0
5	910	0	0
16	740	1	0
2	3270	1	0
6	840	2	0
3	980	1	0
17	1430	4	0
18	1690	3	0
19	1510	3	0
21	1580	2	0
1	1910	1	0
22	340	0	0
23	430	0	0
8	1210	0	0
9	7670	0	0
4	400	0	0
10	80	3	0
11	4390	0	0
12	1730	2	0
13	1730	2	0
24	-1930	2	0
15	970	0	0
5	920	0	0
16	730	1	0
2	3270	1	0
6	820	2	0
3	980	1	0
17	1430	4	0
18	1610	3	0
19	1490	3	0
21	1580	2	0
1	1880	1	0
22	360	0	0
23	430	0	0
8	1310	0	0
9	7640	0	0
4	400	0	0
10	90	3	0
11	4390	0	0
12	1720	2	0
13	1720	2	0
24	-1910	2	0
15	930	0	0
5	930	0	0
16	740	1	0
2	3270	1	0
6	820	2	0
3	980	1	0
17	1430	4	0
18	1620	3	0
19	1500	3	0
21	1580	2	0
1	2030	1	0
22	360	0	0
23	430	0	0
8	1300	0	0
9	7610	0	0
4	400	0	0
10	90	3	0
11	4380	0	0
12	1710	2	0
13	1670	2	0
24	-1890	2	0
15	940	0	0
5	940	0	0
16	730	1	0
2	3270	1	0
6	840	2	0
3	980	1	0
17	1430	4	0
18	1610	3	0
19	1500	3	0
21	1590	2	0
1	1880	1	0
22	350	0	0
23	430	0	0
8	1270	0	0
9	7550	0	0
4	400	0	0
10	90	3	0
11	4360	0	0
12	1700	2	0
13	1690	2	0
24	-1880	2	0
15	910	0	0
5	960	0	0
16	730	1	0
2	3270	1	0
6	830	2	0
3	980	1	0
17	1430	4	0
18	1630	3	0
19	1490	3	0
21	1560	2	0
1	2000	1	0
22	350	0	0
23	420	0	0
8	1290	0	0
9	7510	0	0
4	400	0	0
10	100	3	0
11	4320	0	0
12	1650	2	0
13	1650	2	0
24	-1880	2	0
15	880	0	0
5	980	0	0
16	720	1	0
2	3270	1	0
6	810	2	0
3	980	1	0
17	1430	4	0
18	1710	3	0
19	1460	3	0
21	1510	2	0
1	1880	1	0
22	350	0	0
23	420	0	0
8	1250	0	0
9	7460	0	0
4	400	0	0
10	100	3	0
11	4300	0	0
12	1670	2	0
13	1660	2	0
24	-1880	2	0
15	880	0	0
5	990	0	0
16	730	1	0
2	3270	1	0
6	790	2	0
3	970	1	0
17	1430	4	0
18	1570	3	0
19	1440	3	0
21	1520	2	0
1	1860	1	0
22	350	0	0
23	420	0	0
8	1220	0	0
9	7430	0	0
4	400	0	0
10	110	3	0
11	4280	0	0
12	1640	2	0
13	1660	2	0
24	-1880	2	0
15	860	0	0
5	1020	0	0
16	720	1	0
2	3270	1	0
6	790	2	0
3	970	1	0
17	1430	4	0
18	1610	3	0
19	1440	3	0
21	1520	2	0
1	1850	1	0
22	350	0	0
23	420	0	0
8	1190	0	0
9	7360	0	0
4	400	0	0
10	110	3	0
11	4270	0	0
12	1640	2	0
13	1650	2	0
24	-1870	2	0
15	860	0	0
5	1030	0	0
16	720	1	0
2	3270	1	0
6	770	2	0
3	970	1	0
17	1430	4	0
18	1570	3	0
19	1440	3	0
21	1520	2	0
1	1970	1	0
22	350	0	0
23	420	0	0
8	1100	0	0
9	7300	0	0
4	400	0	0
10	110	3	0
11	4200	0	0
12	1620	2	0
13	1540	2	0
24	-1880	2	0
15	850	0	0
5	1040	0	0
16	720	1	0
2	3270	1	0
6	770	2	0
3	960	1	0
17	1430	4	0
18	1600	3	0
19	1440	3	0
21	1520	2	0
1	1850	1	0
22	340	0	0
23	420	0	0
8	1080	0	0
9	7230	0	0
4	400	0	0
10	110	3	0
11	4140	0	0
12	1640	2	0
13	1620	2	0
24	-1890	2	0
15	850	0	0
5	1050	0	0
16	710	1	0
2	3270	1	0
6	760	2	0
3	960	1	0
17	1430	4	0
18	1600	3	0
19	1430	3	0
21	1510	2	0
1	1840	1	0
22	350	0	0
23	420	0	0
8	1100	0	0
9	7200	0	0
4	300	0	0
10	110	3	0
11	4130	0	0
12	1670	2	0
13	1690	2	0
24	-1900	2	0
15	830	0	0
5	1060	0	0
16	710	1	0
2	3270	1	0
6	780	2	0
3	960	1	0
17	1430	4	0
18	1580	3	0
19	1430	3	0
21	1530	2	0
1	1830	1	0
22	350	0	0
23	420	0	0
8	1150	0	0
9	7180	0	0
4	300	0	0
10	110	3	0
11	4100	0	0
12	1670	2	0
13	1640	2	0
24	-1910	2	0
15	820	0	0
5	1070	0	0
16	710	1	0
2	3270	1	0
6	790	2	0
3	950	1	0
17	1430	4	0
18	1610	3	0
19	1460	3	0
21	1540	2	0
1	1820	1	0
22	350	0	0
23	420	0	0
8	1100	0	0
9	7150	0	0
4	300	0	0
10	100	3	0
11	4070	0	0
12	1640	2	0
13	1620	2	0
24	-1910	2	0
15	820	0	0
5	1070	0	0
16	700	1	0
2	3270	1	0
6	790	2	0
3	950	1	0
17	1430	4	0
18	1620	3	0
19	1460	3	0
21	1520	2	0
1	1880	1	0
22	340	0	0
23	420	0	0
8	1090	0	0
9	7040	0	0
4	300	0	0
10	100	3	0
11	4060	0	0
12	1630	2	0
13	1550	2	0
24	-1930	2	0
15	830	0	0
5	1080	0	0
16	700	1	0
2	3270	1	0
6	760	2	0
3	950	1	0
17	1430	4	0
18	1580	3	0
19	1410	3	0
21	1490	2	0
1	1780	1	0
22	350	0	0
23	420	0	0
8	1160	0	0
9	7060	0	0
4	300	0	0
10	90	3	0
11	4050	0	0
12	1630	2	0
13	1610	2	0
24	-1930	2	0
15	820	0	0
5	1080	0	0
16	710	1	0
2	3270	1	0
6	730	2	0
3	940	1	0
17	1430	4	0
18	1570	3	0
19	1410	3	0
21	1490	2	0
1	1760	1	0
22	340	0	0
23	420	0	0
8	1180	0	0
9	7040	0	0
4	300	0	0
10	90	3	0
11	4000	0	0
12	1640	2	0
13	1620	2	0
24	-1940	2	0
15	830	0	0
5	1080	0	0
16	700	1	0
2	3270	1	0
6	730	2	0
3	940	1	0
17	1430	4	0
18	1560	3	0
19	1420	3	0
21	1500	2	0
1	1750	1	0
22	340	0	0
23	420	0	0
8	1150	0	0
9	7020	0	0
4	300	0	0
10	90	3	0
11	3970	0	0
12	1640	2	0
13	1640	2	0
24	-1950	2	0
15	800	0	0
5	1070	0	0
16	700	1	0
2	3270	1	0
6	770	2	0
3	940	1	0
17	1430	4	0
18	1600	3	0
19	1430	3	0
21	1520	2	0
1	1740	1	0
22	340	0	0
23	430	0	0
8	1170	0	0
9	6970	0	0
4	300	0	0
10	90	3	0
11	3950	0	0
12	1660	2	0
13	1660	2	0
24	-1950	2	0
15	820	0	0
5	1060	0	0
16	700	1	0
2	3270	1	0
6	770	2	0
3	940	1	0
17	1430	4	0
18	1600	3	0
19	1450	3	0
21	1540	2	0
1	1730	1	0
22	330	0	0
23	450	0	0
8	1200	0	0
9	7030	0	0
4	680	0	0
10	90	3	0
11	3920	0	0
12	1640	2	0
13	1680	2	0
24	-1960	2	0
15	820	0	0
5	1050	0	0
16	700	1	0
2	3270	1	0
6	770	2	0
3	940	1	0
17	1430	4	0
18	1600	3	0
19	1460	3	0
21	1550	2	0
1	1810	1	0
22	340	0	0
23	460	0	0
8	1150	0	0
9	7480	0	0
4	680	0	0
10	90	3	0
11	3870	0	0
12	1700	2	0
13	1700	2	0
24	-1980	2	0
15	800	0	0
5	1040	0	0
16	700	1	0
2	3270	1	0
6	800	2	0
3	940	1	0
17	1430	4	0
18	1610	3	0
19	1480	3	0
21	1570	2	0
1	1720	1	0
22	320	0	0
23	470	0	0
8	2150	0	0
9	6940	0	0
4	650	0	0
10	90	3	0
11	3880	0	0
12	1720	2	0
13	1720	2	0
24	-1990	2	0
15	810	0	0
5	1030	0	0
16	690	1	0
2	3270	1	0
6	810	2	0
3	940	1	0
17	1430	4	0
18	1650	3	0
19	1490	3	0
21	1570	2	0
1	1710	1	0
22	330	0	0
23	500	0	0
8	1160	0	0
9	6910	0	0
4	650	0	0
10	100	3	0
11	3900	0	0
12	1730	2	0
13	1730	2	0
24	-1970	2	0
15	820	0	0
5	990	0	0
16	690	1	0
2	3270	1	0
6	830	2	0
3	940	1	0
17	1430	4	0
18	1680	3	0
19	1500	3	0
21	1590	2	0
1	1710	1	0
22	330	0	0
23	490	0	0
8	1530	0	0
9	6890	0	0
4	650	0	0
10	100	3	0
11	3890	0	0
12	1790	2	0
13	1730	2	0
24	-1970	2	0
15	870	0	0
5	970	0	0
16	690	1	0
2	3270	1	0
6	860	2	0
3	940	1	0
17	1430	4	0
18	1660	3	0
19	1510	3	0
21	1600	2	0
1	1800	1	0
22	360	0	0
23	540	0	0
8	1240	0	0
9	6880	0	0
4	650	0	0
10	110	3	0
11	3840	0	0
12	1800	2	0
13	1800	2	0
24	-1950	2	0
15	1070	0	0
5	950	0	0
16	690	1	0
2	3270	1	0
6	880	2	0
3	940	1	0
17	1430	4	0
18	1780	3	0
19	1520	3	0
21	1610	2	0
1	1730	1	0
22	340	0	0
23	550	0	0
8	1380	0	0
9	6840	0	0
4	650	0	0
10	100	3	0
11	3800	0	0
12	1880	2	0
13	1890	2	0
24	-1950	2	0
15	1190	0	0
5	920	0	0
16	690	1	0
2	3270	1	0
6	920	2	0
3	930	1	0
17	1430	4	0
18	1690	3	0
19	1540	3	0
21	1620	2	0
1	1720	1	0
22	320	0	0
23	530	0	0
8	1900	0	0
9	6850	0	0
4	650	0	0
10	100	3	0
11	3800	0	0
12	1910	2	0
13	1910	2	0
24	-1940	2	0
15	1190	0	0
5	900	0	0
16	690	1	0
2	3270	1	0
6	940	2	0
3	920	1	0
17	1430	4	0
18	1710	3	0
19	1540	3	0
21	1630	2	0
1	1730	1	0
22	330	0	0
23	490	0	0
8	1440	0	0
9	6840	0	0
4	650	0	0
10	90	3	0
11	3780	0	0
12	1860	2	0
13	1860	2	0
24	-1920	2	0
15	1270	0	0
5	880	0	0
16	690	1	0
2	3270	1	0
6	980	2	0
3	920	1	0
17	1430	4	0
18	1730	3	0
19	1560	3	0
21	1640	2	0
1	1760	1	0
22	330	0	0
23	480	0	0
8	900	0	0
9	6780	0	0
4	650	0	0
10	90	3	0
11	3760	0	0
12	1850	2	0
13	1880	2	0
24	-1910	2	0
15	1430	0	0
5	850	0	0
16	680	1	0
2	3270	1	0
6	990	2	0
3	910	1	0
17	1430	4	0
18	1720	3	0
19	1570	3	0
21	1660	2	0
1	1820	1	0
22	310	0	0
23	460	0	0
8	1720	0	0
9	6830	0	0
4	700	0	0
10	80	3	0
11	3750	0	0
12	1880	2	0
13	1890	2	0
24	-1910	2	0
15	1430	0	0
5	840	0	0
16	680	1	0
2	3270	1	0
6	940	2	0
3	910	1	0
17	1430	4	0
18	1720	3	0
19	1580	3	0
21	1670	2	0
1	1990	1	0
22	330	0	0
23	450	0	0
8	1810	0	0
9	6830	0	0
4	700	0	0
10	80	3	0
11	3770	0	0
12	1880	2	0
13	1880	2	0
24	-1890	2	0
15	1390	0	0
5	830	0	0
16	680	1	0
2	3270	1	0
6	970	2	0
3	910	1	0
17	1430	4	0
18	1740	3	0
19	1590	3	0
21	1680	2	0
1	2130	1	0
22	300	0	0
23	440	0	0
8	1560	0	0
9	6880	0	0
4	700	0	0
10	70	3	0
11	3770	0	0
12	1880	2	0
13	1880	2	0
24	-1900	2	0
15	1440	0	0
5	810	0	0
16	680	1	0
2	3270	1	0
6	980	2	0
3	910	1	0
17	1430	4	0
18	1740	3	0
19	1600	3	0
21	1690	2	0
1	2250	1	0
22	310	0	0
23	440	0	0
8	1430	0	0
9	7010	0	0
4	700	0	0
10	70	3	0
11	3780	0	0
12	1850	2	0
13	1860	2	0
24	-1890	2	0
15	1660	0	0
5	800	0	0
16	680	1	0
2	3270	1	0
6	970	2	0
3	900	1	0
17	1430	4	0
18	1750	3	0
19	1610	3	0
21	1700	2	0
1	2210	1	0
22	300	0	0
23	430	0	0
8	1540	0	0
9	7160	0	0
4	730	0	0
10	60	3	0
11	3830	0	0
12	1800	2	0
13	1810	2	0
24	-1890	2	0
15	1610	0	0
5	780	0	0
16	680	1	0
2	3270	1	0
6	940	2	0
3	900	1	0
17	1430	4	0
18	1780	3	0
19	1620	3	0
21	1710	2	0
1	2200	1	0
22	330	0	0
23	430	0	0
8	1400	0	0
9	7270	0	0
4	730	0	0
10	60	3	0
11	3900	0	0
12	1820	2	0
13	1780	2	0
24	-1920	2	0
15	1750	0	0
5	770	0	0
16	680	1	0
2	3270	1	0
6	910	2	0
3	900	1	0
17	1430	4	0
18	1810	3	0
19	1620	3	0
21	1690	2	0
1	2150	1	0
22	300	0	0
23	430	0	0
8	1290	0	0
9	7470	0	0
4	750	0	0
10	50	3	0
11	4020	0	0
12	1810	2	0
13	1810	2	0
24	-1920	2	0
15	1790	0	0
5	760	0	0
16	680	1	0
2	3270	1	0
6	900	2	0
3	900	1	0
17	1430	4	0
18	1750	3	0
19	1600	3	0
21	1680	2	0
1	2270	1	0
22	320	0	0
23	420	0	0
8	1280	0	0
9	7580	0	0
4	750	0	0
10	50	3	0
11	4170	0	0
12	1830	2	0
13	1870	2	0
24	-1930	2	0
15	1700	0	0
5	740	0	0
16	680	1	0
2	3270	1	0
6	900	2	0
3	900	1	0
17	1430	4	0
18	1820	3	0
19	1590	3	0
21	1680	2	0
1	2130	1	0
22	320	0	0
23	420	0	0
8	1260	0	0
9	7680	0	0
4	750	0	0
10	50	3	0
11	4290	0	0
12	1840	2	0
13	1880	2	0
24	-1930	2	0
15	1720	0	0
5	730	0	0
16	680	1	0
2	3270	1	0
6	920	2	0
3	890	1	0
17	1430	4	0
18	1790	3	0
19	1610	3	0
21	1690	2	0
1	2170	1	0
22	300	0	0
23	420	0	0
8	1200	0	0
9	7730	0	0
4	750	0	0
10	50	3	0
11	4400	0	0
12	1860	2	0
13	1870	2	0
24	-1940	2	0
15	1790	0	0
5	720	0	0
16	680	1	0
2	3270	1	0
6	950	2	0
3	890	1	0
17	1430	4	0
18	1750	3	0
19	1630	3	0
21	1720	2	0
1	2030	1	0
22	320	0	0
23	420	0	0
8	1180	0	0
9	7790	0	0
4	750	0	0
10	50	3	0
11	4470	0	0
12	1800	2	0
13	1780	2	0
24	-1950	2	0
15	1830	0	0
5	720	0	0
16	680	1	0
2	3270	1	0
6	950	2	0
3	890	1	0
17	1430	4	0
18	1760	3	0
19	1610	3	0
21	1670	2	0
1	1990	1	0
22	290	0	0
23	410	0	0
8	1090	0	0
9	7800	0	0
4	750	0	0
10	50	3	0
11	4570	0	0
12	1780	2	0
13	1780	2	0
24	-1960	2	0
15	1790	0	0
5	720	0	0
16	680	1	0
2	3270	1	0
6	900	2	0
3	890	1	0
17	1430	4	0
18	1730	3	0
19	1580	3	0
21	1650	2	0
1	2070	1	0
22	330	0	0
23	410	0	0
8	1140	0	0
9	7820	0	0
4	750	0	0
10	50	3	0
11	4620	0	0
12	1770	2	0
13	1770	2	0
24	-1970	2	0
15	1790	0	0
5	740	0	0
16	680	1	0
2	3270	1	0
6	870	2	0
3	890	1	0
17	1430	4	0
18	1700	3	0
19	1550	3	0
21	1630	2	0
1	1930	1	0
22	300	0	0
23	410	0	0
8	1130	0	0
9	7810	0	0
4	680	0	0
10	50	3	0
11	4660	0	0
12	1740	2	0
13	1750	2	0
24	-1950	2	0
15	1750	0	0
5	780	0	0
16	680	1	0
2	3270	1	0
6	860	2	0
3	890	1	0
17	1430	4	0
18	1700	3	0
19	1530	3	0
21	1610	2	0
1	1900	1	0
22	330	0	0
23	410	0	0
8	1250	0	0
9	7780	0	0
4	680	0	0
10	60	3	0
11	4670	0	0
12	1760	2	0
13	1770	2	0
24	-1960	2	0
15	1690	0	0
5	820	0	0
16	680	1	0
2	3270	1	0
6	860	2	0
3	890	1	0
17	1430	4	0
18	1650	3	0
19	1530	3	0
21	1620	2	0
1	1880	1	0
22	300	0	0
23	410	0	0
8	1220	0	0
9	7750	0	0
4	680	0	0
10	60	3	0
11	4650	0	0
12	1730	2	0
13	1740	2	0
24	-1930	2	0
15	1640	0	0
5	870	0	0
16	680	1	0
2	3270	1	0
6	860	2	0
3	890	1	0
17	1430	4	0
18	1700	3	0
19	1530	3	0
21	1590	2	0
1	1980	1	0
22	320	0	0
23	410	0	0
8	1200	0	0
9	7710	0	0
4	800	0	0
10	60	3	0
11	4620	0	0
12	1740	2	0
13	1750	2	0
24	-1930	2	0
15	1510	0	0
5	910	0	0
16	680	1	0
2	3270	1	0
6	830	2	0
3	890	1	0
17	1430	4	0
18	1680	3	0
19	1520	3	0
21	1600	2	0
1	1860	1	0
22	320	0	0
23	410	0	0
8	1150	0	0
9	7670	0	0
4	800	0	0
10	70	3	0
11	4630	0	0
12	1680	2	0
13	1670	2	0
24	-1910	2	0
15	1520	0	0
5	940	0	0
16	680	1	0
2	3270	1	0
6	810	2	0
3	900	1	0
17	1430	4	0
18	1650	3	0
19	1500	3	0
21	1550	2	0
1	1840	1	0
22	320	0	0
23	410	0	0
8	1200	0	0
9	7600	0	0
4	900	0	0
10	70	3	0
11	4620	0	0
12	1650	2	0
13	1640	2	0
24	-1900	2	0
15	1420	0	0
5	970	0	0
16	680	1	0
2	3270	1	0
6	810	2	0
3	900	1	0
17	1430	4	0
18	1640	3	0
19	1450	3	0
21	1520	2	0
1	1830	1	0
22	310	0	0
23	410	0	0
8	1180	0	0
9	7530	0	0
4	900	0	0
10	70	3	0
11	4580	0	0
12	1650	2	0
13	1640	2	0
24	-1880	2	0
15	1380	0	0
5	1000	0	0
16	680	1	0
2	3270	1	0
6	740	2	0
3	910	1	0
17	1430	4	0
18	1570	3	0
19	1410	3	0
21	1500	2	0
1	1830	1	0
22	310	0	0
23	400	0	0
8	1290	0	0
9	7480	0	0
4	300	0	0
10	80	3	0
11	4530	0	0
12	1630	2	0
13	1640	2	0
24	-1880	2	0
15	1320	0	0
5	1010	0	0
16	680	1	0
2	3270	1	0
6	720	2	0
3	910	1	0
17	1430	4	0
18	1550	3	0
19	1400	3	0
21	1490	2	0
1	1850	1	0
22	310	0	0
23	400	0	0
8	1310	0	0
9	7390	0	0
4	300	0	0
10	80	3	0
11	4500	0	0
12	1640	2	0
13	1640	2	0
24	-1870	2	0
15	1210	0	0
5	1040	0	0
16	680	1	0
2	3270	1	0
6	720	2	0
3	910	1	0
17	1430	4	0
18	1580	3	0
19	1420	3	0
21	1510	2	0
1	1840	1	0
22	310	0	0
23	400	0	0
8	1450	0	0
9	7360	0	0
4	300	0	0
10	90	3	0
11	4430	0	0
12	1600	2	0
13	1680	2	0
24	-1860	2	0
15	1160	0	0
5	1050	0	0
16	680	1	0
2	3270	1	0
6	730	2	0
3	910	1	0
17	1430	4	0
18	1780	3	0
19	1410	3	0
21	1470	2	0
1	1780	1	0
22	290	0	0
23	400	0	0
8	1450	0	0
9	7290	0	0
4	300	0	0
10	90	3	0
11	4380	0	0
12	1580	2	0
13	1610	2	0
24	-1850	2	0
15	1140	0	0
5	1060	0	0
16	680	1	0
2	3270	1	0
6	730	2	0
3	920	1	0
17	1430	4	0
18	1730	3	0
19	1400	3	0
21	1450	2	0
1	1920	1	0
22	320	0	0
23	400	0	0
8	1340	0	0
9	7240	0	0
4	300	0	0
10	90	3	0
11	4310	0	0
12	1580	2	0
13	1600	2	0
24	-1840	2	0
15	1070	0	0
5	1080	0	0
16	680	1	0
2	3270	1	0
6	1040	2	0
3	920	1	0
17	1430	4	0
18	1600	3	0
19	1400	3	0
21	1430	2	0
1	1800	1	0
22	310	0	0
23	400	0	0
8	1270	0	0
9	7180	0	0
4	300	0	0
10	100	3	0
11	4300	0	0
12	1540	2	0
13	1550	2	0
24	-1850	2	0
15	1150	0	0
5	1090	0	0
16	680	1	0
2	3270	1	0
6	680	2	0
3	910	1	0
17	1430	4	0
18	1570	3	0
19	1400	3	0
21	1410	2	0
1	1780	1	0
22	290	0	0
23	400	0	0
8	1250	0	0
9	7130	0	0
4	300	0	0
10	90	3	0
11	4260	0	0
12	1510	2	0
13	1560	2	0
24	-1840	2	0
15	1150	0	0
5	1110	0	0
16	680	1	0
2	3270	1	0
6	670	2	0
3	910	1	0
17	1430	4	0
18	1550	3	0
19	1400	3	0
21	1360	2	0
1	1880	1	0
22	300	0	0
23	-200	0	0
8	1330	0	0
9	7100	0	0
4	300	0	0
10	90	3	0
11	4180	0	0
12	1480	2	0
13	1450	2	0
24	-1840	2	0
15	1110	0	0
5	1120	0	0
16	680	1	0
2	3270	1	0
6	630	2	0
3	910	1	0
17	1430	4	0
18	1520	3	0
19	1400	3	0
21	1340	2	0
1	1790	1	0
22	300	0	0
23	400	0	0
8	1200	0	0
9	7080	0	0
4	300	0	0
10	90	3	0
11	4160	0	0
12	1490	2	0
13	1470	2	0
24	-1860	2	0
15	1090	0	0
5	1120	0	0
16	680	1	0
2	3270	1	0
6	600	2	0
3	900	1	0
17	1430	4	0
18	1460	3	0
19	1400	3	0
21	1340	2	0
1	1790	1	0
22	300	0	0
23	390	0	0
8	1270	0	0
9	7040	0	0
4	300	0	0
10	90	3	0
11	4130	0	0
12	1510	2	0
13	1500	2	0
24	-1870	2	0
15	1070	0	0
5	1130	0	0
16	680	1	0
2	3270	1	0
6	610	2	0
3	900	1	0
17	1430	4	0
18	1480	3	0
19	1400	3	0
21	1360	2	0
1	1780	1	0
22	290	0	0
23	390	0	0
8	1000	0	0
9	6990	0	0
4	300	0	0
10	80	3	0
11	4080	0	0
12	1510	2	0
13	1520	2	0
24	-1870	2	0
15	1070	0	0
5	1140	0	0
16	680	1	0
2	3270	1	0
6	610	2	0
3	900	1	0
17	1430	4	0
18	1490	3	0
19	1400	3	0
21	1370	2	0
1	1940	1	0
22	290	0	0
23	390	0	0
8	870	0	0
9	6980	0	0
4	300	0	0
10	80	3	0
11	4040	0	0
12	1570	2	0
13	1540	2	0
24	-1880	2	0
15	1050	0	0
5	1160	0	0
16	680	1	0
2	3270	1	0
6	630	2	0
3	900	1	0
17	1430	4	0
18	1490	3	0
19	1400	3	0
21	1390	2	0
1	1790	1	0
22	290	0	0
23	390	0	0
8	860	0	0
9	6910	0	0
4	300	0	0
10	80	3	0
11	4010	0	0
12	1550	2	0
13	1570	2	0
24	-1890	2	0
15	1050	0	0
5	1170	0	0
16	680	1	0
2	3270	1	0
6	640	2	0
3	900	1	0
17	1430	4	0
18	1470	3	0
19	1400	3	0
21	1400	2	0
1	1780	1	0
22	300	0	0
23	380	0	0
8	860	0	0
9	6930	0	0
4	300	0	0
10	80	3	0
11	3960	0	0
12	1610	2	0
13	1570	2	0
24	-1890	2	0
15	1050	0	0
5	1180	0	0
16	680	1	0
2	3270	1	0
6	670	2	0
3	900	1	0
17	1430	4	0
18	1570	3	0
19	1400	3	0
21	1410	2	0
1	1770	1	0
22	280	0	0
23	390	0	0
8	850	0	0
9	6900	0	0
4	300	0	0
10	80	3	0
11	3950	0	0
12	1630	2	0
13	1610	2	0
24	-1900	2	0
15	1040	0	0
5	1190	0	0
16	680	1	0
2	3270	1	0
6	730	2	0
3	890	1	0
17	1430	4	0
18	1500	3	0
19	1400	3	0
21	1430	2	0
1	1770	1	0
22	280	0	0
23	400	0	0
8	850	0	0
9	6880	0	0
4	300	0	0
10	80	3	0
11	3940	0	0
12	1630	2	0
13	1610	2	0
24	-1910	2	0
15	1030	0	0
5	1200	0	0
16	680	1	0
2	3270	1	0
6	740	2	0
3	890	1	0
17	1430	4	0
18	1540	3	0
19	1400	3	0
21	1450	2	0
1	1760	1	0
22	280	0	0
23	400	0	0
8	850	0	0
9	6890	0	0
4	300	0	0
10	80	3	0
11	3920	0	0
12	1700	2	0
13	1720	2	0
24	-1920	2	0
15	1010	0	0
5	1210	0	0
16	680	1	0
2	3270	1	0
6	740	2	0
3	890	1	0
17	1430	4	0
18	1640	3	0
19	1400	3	0
21	1470	2	0
1	1880	1	0
22	270	0	0
23	400	0	0
8	850	0	0
9	6880	0	0
4	300	0	0
10	90	3	0
11	3870	0	0
12	1700	2	0
13	1710	2	0
24	-1930	2	0
15	1000	0	0
5	1220	0	0
16	680	1	0
2	3270	1	0
6	760	2	0
3	890	1	0
17	1430	4	0
18	1590	3	0
19	1400	3	0
21	1490	2	0
1	1770	1	0
22	290	0	0
23	410	0	0
8	850	0	0
9	6860	0	0
4	300	0	0
10	100	3	0
11	3860	0	0
12	1730	2	0
13	1750	2	0
24	-1940	2	0
15	980	0	0
5	1240	0	0
16	680	1	0
2	3270	1	0
6	780	2	0
3	890	1	0
17	1430	4	0
18	1580	3	0
19	1410	3	0
21	1500	2	0
1	1750	1	0
22	290	0	0
23	500	0	0
8	850	0	0
9	6830	0	0
4	300	0	0
10	110	3	0
11	3890	0	0
12	1730	2	0
13	1700	2	0
24	-1940	2	0
15	970	0	0
5	1240	0	0
16	680	1	0
2	3270	1	0
6	820	2	0
3	900	1	0
17	1430	4	0
18	1580	3	0
19	1430	3	0
21	1510	2	0
1	1750	1	0
22	290	0	0
23	490	0	0
8	850	0	0
9	6840	0	0
4	300	0	0
10	110	3	0
11	3900	0	0
12	1770	2	0
13	1770	2	0
24	-1950	2	0
15	920	0	0
5	1260	0	0
16	680	1	0
2	3270	1	0
6	820	2	0
3	900	1	0
17	1430	4	0
18	1620	3	0
19	1440	3	0
21	1530	2	0
1	1750	1	0
22	270	0	0
23	470	0	0
8	850	0	0
9	6850	0	0
4	600	0	0
10	110	3	0
11	3890	0	0
12	1760	2	0
13	1750	2	0
24	-1950	2	0
15	920	0	0
5	1270	0	0
16	680	1	0
2	3270	1	0
6	850	2	0
3	900	1	0
17	1430	4	0
18	1620	3	0
19	1450	3	0
21	1540	2	0
1	1750	1	0
22	260	0	0
23	450	0	0
8	860	0	0
9	6810	0	0
4	600	0	0
10	100	3	0
11	3810	0	0
12	1830	2	0
13	1820	2	0
24	-1940	2	0
15	890	0	0
5	1290	0	0
16	680	1	0
2	3270	1	0
6	870	2	0
3	900	1	0
17	1430	4	0
18	1650	3	0
19	1470	3	0
21	1560	2	0
1	1750	1	0
22	260	0	0
23	440	0	0
8	860	0	0
9	6830	0	0
4	500	0	0
10	100	3	0
11	3810	0	0
12	1880	2	0
13	1880	2	0
24	-1940	2	0
15	880	0	0
5	1300	0	0
16	680	1	0
2	3270	1	0
6	900	2	0
3	890	1	0
17	1430	4	0
18	1720	3	0
19	1480	3	0
21	1570	2	0
1	1750	1	0
22	250	0	0
23	420	0	0
8	850	0	0
9	6830	0	0
4	500	0	0
10	90	3	0
11	3810	0	0
12	1850	2	0
13	1820	2	0
24	-1940	2	0
15	870	0	0
5	1310	0	0
16	680	1	0
2	3270	1	0
6	930	2	0
3	890	1	0
17	1430	4	0
18	1690	3	0
19	1490	3	0
21	1580	2	0
1	1750	1	0
22	250	0	0
23	410	0	0
8	850	0	0
9	6830	0	0
4	500	0	0
10	90	3	0
11	3880	0	0
12	1900	2	0
13	1910	2	0
24	-1930	2	0
15	900	0	0
5	1330	0	0
16	680	1	0
2	3270	1	0
6	970	2	0
3	880	1	0
17	1430	4	0
18	1580	3	0
19	1500	3	0
21	1600	2	0
1	1770	1	0
22	250	0	0
23	410	0	0
8	850	0	0
9	6820	0	0
4	600	0	0
10	90	3	0
11	3860	0	0
12	1880	2	0
13	1890	2	0
24	-1930	2	0
15	850	0	0
5	1350	0	0
16	680	1	0
2	3270	1	0
6	980	2	0
3	870	1	0
17	1430	4	0
18	1670	3	0
19	1520	3	0
21	1610	2	0
1	1750	1	0
22	230	0	0
23	410	0	0
8	850	0	0
9	6810	0	0
4	600	0	0
10	80	3	0
11	3870	0	0
12	1860	2	0
13	1910	2	0
24	-1930	2	0
15	850	0	0
5	1370	0	0
16	680	1	0
